Id_Number,Patient Question,original_dominant,original_secondary,bucket,self_confidence,entropy,model_predicted_primary,model_predicted_primary_prob,model_predicted_secondary,model_predicted_secondary_prob,cleanlab_quality,corrected_primary,corrected_secondary,reviewer,review_notes
967,"Hello, I hate my step daughter and don’t want her near my husband, but I need help overcoming these feelings. I have been with my husband for 5 years and my step daughter is now 11 years old. A couple years ago, she started to act out and become disrespectful and lazy. We tried everything to discipline and teach her how to be kind and empathetic, but no improvement was made. At this time, we spoke to her mom and step dad and all agreed she should be tested for a disability. Turns out she has Oppositional Defiant Disorder (ODD), but her mom refuses to consider medication or alternative holistic approaches to helping in this matter. My husband has zero legal right in any medical treatments or therapy until she is 16. Long story short, this last summer she started to put herself in between my husband and I when he would show me affection. We put an end to that quickly and explained that we will not tolerate her jealousy or manipulative tactics to separate us. Recently, she told her grandma that she is scared of me. This resulted in a massive fight between the grandparents and my husband and I. We discussed this matter with the daughter and asked if she was truly scared of me and she said she was joking. She has been saying things like this about her step-dad for years now, however we know he treats her very well and there is no reason for these cruel remarks. She has used manipulation techniques like this for a couple years and started by playing the mom and dad against each other. I have done nothing but accept her into my life and have her become like a real daughter. About a year ago, her behavior started to change and she started displaying annoying and selfish behaviors that upset me greatly. She still expects her father to carry her up the stairs to put her to bed, massage her feet, snuggle with him on the couch, pick out her outfits and be in our bedroom without permission. I feel like she is challenging and competing with me. Every time I am snuggling with my husband on the couch, she immediately comes and lays on his lap and invades my time with her dad. At this point, when I hear her name, my skin crawls and I want nothing to do with her. The only time I argue with my husband is over her. How can I stop hating, detesting and loathing her? She tried to hug me last night and I couldn’t hug her back. I love children and it hurts me to feel this way about a child. Therapy is not an option for us because her mom won’t approve it. Thank you. (From the USA)",Magnification,Mind Reading,A,0.215,0.493,mind_reading,0.597,fortune_telling,0.385,0.293,,,,
1656,"It took me a very long time to find a man with the intelligence, kindness, energy, talent, competence and intellectual confidence that I wanted. He is perfect in all ways but sexual, I know he loves me. He proves it every day in countless ways.For many years now, I have totally buried my sexuality. I have, in fact, denied myself and not let myself be who I am. I have felt bad for being so sexual. I would try to initiate and/or discuss sex but has left him feeling pressured, demeaned and somehow the need to feel that he needed to be changed. Now, he is stuck in his own self-awareness of all that he feels he is not. To other women he was something. To me… I thought he was something else, that’s all. As a result, we’ve been terribly unhappy. I feel I have been in the hellish grip of a major depression. This life we have created is untenable for both of us. He cannot give me the sex I want. I don’t know what he can give me anymore. I don’t yet know how much more I can do without. We have worked out so many things, our communication can’t be any stronger and yet continually fails us. I feel like it is my fault, my insecurities, my hidden pain, my lack of beauty or sexiness or my weight or any other such things. I need to reclaim myself again, letting my sexuality back out of storage. I have fallen into depression hating the very fact that I have to take full responsibility for satisfying my own sexual need.I feel rejected, unwanted and unworthy. I feel sexually abandoned. I feel trapped. I feel lesser of a human being when I have to masturbate. I feel even lesser of a human being to leave and choose sexual freedom over this relationship. I feel dismissed. I feel unimportant. I feel broken, unrepairable. I feel like I am mourning the little girl he helped me find again and now is gone, hidden, struck with the memories of why she went away to begin with. I feel that I have to worthy to leave. I have never felt worthy in my entire life. I wanted a home, he gave that. I wanted a place that I didn’t have to fear of having to start over again, ever and yet here I am. Fighting those thoughts and feelings again. I have tried to be sympathetic, adapting to his needs or lack thereof. I have tried to tell myself that I am ok without sexual intimacy. I have tried to give him the space and commitment and support that he needs. I feel like I have tried… and he has not.",Personalization,Magnification,A,0.215,0.615,labeling,0.575,personalization,0.43,0.259,,,,
2175,"My sister-44 and mother-72 live together. Both are disabled. My mother is bi-polar/borderline personality. My sister has a chronic pain condition and, though not diagnosed with a specific mental illness, has NO self-esteem, is OCD and chronically depressed. She’s been married twice, is single, has no children and likely never will (something she can’t get over). Obviously that situation is toxic but unavoidable for financial reasons. I field hundreds of calls and texts her. Day and night. Though they both see psychiatrists for meds, neither are in therapy anymore since “it doesn’t work.”",Overgeneralization,,A,0.215,0.331,overgeneralization,0.215,,0.174,0.339,,,,
64,"Almost constantly; while I’m driving I think about getting into a crash, while I’m sitting at home I think about being robbed or killing myself. Anything, really. I want these things to happen and sometimes I gain the motivation to do something about it myself but I never really have the means or the motivation (for lack of a better word) wears off. To me, it doesn’t matter whether the fantasy ends with my dying or not, and whether it is preferred or not really varies. Recently I had a friend kill himself, and obviously it got to me; but this all started way before he hung himself. While I am devastated about his loss, I also feel an odd sense of guilt and envy because he actually did what I’ve always wanted to/thought about doing.",Emotional Reasoning,,A,0.216,0.515,magnification,0.438,,0.247,0.293,,,,
266,"From the U.S.: I’m married to a man who has locked me out of the house at least 8 times. I was packing my things, he threw an object out the door in my direction and I had to get 4 stitches. He said he just threw it and wasn’t aiming. He has called me horrible names. He easily and quickly gets mad, cusses, and likes to belittle. He never accepts responsibility for anything. He used to be a drunk until he was arrested for DUI. Now, he doesn’t drink as much, but is still emotionally abusive.",Overgeneralization,,A,0.216,0.339,mind_reading,0.225,,0.216,0.331,,,,
367,"Through the time he finished high school, my son was considered to be very bright. We have never had to help him with school work, he was often the source of help to his friends in math, science and computers. His teachers loved the way he participated in class. He did well enough to get into a very elite school. At this elite school, expectations are high. Through 2 1/2 years he folds whenever faced with hard work and has had to repeat courses. He was even placed on academic probation for several months. When he went back, he did OK for one quarter and the back to the same problems. Each time, he seems to escape into video games, binge-watching TV serials, etc. We believe there is no reason to suspect substance abuse. He constantly lies about the status of his course work and then gets caught out in stupid ways when he ends up confessing. His friends love him and think highly of him but he avoids building strong relationships. There are probably only 1 or 2 friends he is in touch with regularly. How can we as parents help him see the light? Is there a mental health issue? He says he has seen a counselor but we can’t be sure he is telling the truth.",Overgeneralization,,A,0.216,0.347,mind_reading,0.312,,0.216,0.316,,,,
580,I do believe i suffer from severe depression for many years like 15 i think .. i cant go to a counsel or therapist right now for some reasons . i faced a problem this year made me seeks for more help .. briefly my manager at work harassed me so many times and i stood still . not because i’m afraid but just stood and couldn’t say no .. i left the job after i gave up myself but i’m in a state of constant fear and anxiety .. of course i feel like if this happens again i probably pretty much will react the same ! .. so please help .. any answer could be useful and life changing for me .. i;m ready to do anything to feel and act better just need direction .. thanks in advance:),Overgeneralization,Fortune-telling,A,0.216,0.581,magnification,0.602,emotional_reasoning,0.542,0.255,,,,
662,"From a 14 year old in the U.S.: at the age of nine I experienced scabies with my family. it was isolating and traumatic, and left me with mild but long-lasting and persistent ptsd symptoms. I’ve had solid depression since then and it took over my life. my general feelings of anxiety became a disorder about halfway through 7th grade.",Magnification,,A,0.216,0.378,overgeneralization,0.316,,0.216,0.316,,,,
736,From a teen in Egypt: When i was a child i was sexually abused and when my father found out he didnt do anything. i tried to move on and i think i have although i behave in ways that make me wonder if it has affected me. i am left in an infinite circle of questions and now 6 mmonths ago i was diagnosed with a rare type of cancer. i just finished chemo and im getting better but im scared of whats next if my childhood was crap and the time im 18 is cancer how about 21? What will that be like? am i gonna lose a fucking limb or someone i love. i just wanna know how to fix this and the anxiety attacks i get,Overgeneralization,Emotional Reasoning,A,0.216,0.569,fortune_telling,0.597,emotional_reasoning,0.478,0.257,,,,
1552,"I have bipolar disorder and panic disorder and schizo aff disorder. I was sexually abused as a child. my question is that is wearing diapers wrong? For some reason, they relieve my anxiety and and make me feel relaxed, safe and secure. I find nothing sexual about it at all but I feel like a freak. is it ok to do this if it helps me cope? I am on many medications too and I also cant hold it during the night, I sleep too deeply. I feel ashamed. should I be?",Labeling,,A,0.216,0.576,magnification,0.518,personalization,0.376,0.276,,,,
1913,"Over the last couple of years I slowly started to realize that I’m not normal in the way I feel emotions. I don’t ever remember being hyper-emotional, but when I was young I still FELT, I remember crying, having crushes, etc. In the past 4-5 years, however, I’ve been having a hard time feeling anything at all. The only emotions I can seem to feel are irritation bordering on anger, slight depression, and uneasiness, outside of these emotions, I can’t feel anything. To make matters worse, I’ve completely lost the ability to empathize with others, or rather, I can’t remember the last time I’ve felt empathy towards anyone. I noticed my issue upon a death within the family, throughout the entire process I didn’t feel anything, at points I even tried to force myself to feel as I thought I would be a horrible for not doing so.",Overgeneralization,Labeling,A,0.216,0.578,magnification,0.487,mental_filter,0.378,0.243,,,,
4569,"I have so many problems, where to start?? Okay so I will try to explain my situation as best as I could. I have never dated a man who didn’t lie or cheat or do something else bad to me. So I stopped dating for about 2 years. I met this guy and I am totally in love with him. He’s been hurt too just like me so from the start he wanted to take things slow. Okay cool. But I guess I’ve been hurt so badly,I’m taking everything out on him,which I know is not fair. He’s broken up with me on numerous ocassions because he can’t handle my always acussing him of things I have. No proof of him doing. I always beg and beg until he takes me back. I’ve lied to him and cheated twice. He knows that I talked to somebody but does not know that I actually slept with two other men.",Overgeneralization,,A,0.217,0.395,mind_reading,0.492,,0.217,0.288,,,,
262,"From the U.S.: Some information one may need to fully assess this question is the girl in question was about 10-11 years old and the boy was about 11-12 years old. Basically the boy sibling demonstrated aggressive behavior in the household from hitting to throwing objects and the girl witnessed it. I learned in psychology that one can learn aggressive behaviors from an adult when young. I was wondering if the girl, now about 12 years old, is now showing aggressive behaviors did she learn it from her sibling? Can she be fully conscious that their actions are wrong, knowing she understands right from wrong fully, and be able to change her behavior? Or can one FULLY attribute her behavior to the behavior of the sibling and the way she was conditioned to aggression or does the she hold some accountability of their actions, based off that she understands right from wrong and does behave well in other settings?",Overgeneralization,,A,0.217,0.332,mind_reading,0.317,,0.217,0.318,,,,
624,"From Indonesia: Lately, I’ve been having a sleeping problem. I would either have bad dreams or suddenly bad thoughts come into my mind. The bad dreams that I’ve been having mostly about being chased, getting stuck or confronting something that makes me feel helpless and after that, I would wake up breathing heavily and panting.",Magnification,,A,0.217,0.376,overgeneralization,0.267,,0.217,0.326,,,,
775,"The other day my family and I were out at a restaurant, and this child in the booth behind us kept screaming and yelling and wouldn’t stop. Around the third time he yelled I had an image flash in my head of me strangling and then cutting up the child. I felt an immense anger for some 5 seconds. Then after that, the thought faded and I was very emotionally detached for the rest of the dinner. I felt no emotion whatsoever and said nothing. I had no urges to do anything but sit and stare at the table. I don’t know why I had such a violent thought, or strange feeling after. I did not act on my thought (just to be clear). (From the USA)",Overgeneralization,,A,0.217,0.433,magnification,0.407,,0.217,0.3,,,,
1052,"Ok let me start with the fact i dont like to be mad but I get mad at everything and people dont help what so ever. Im a big guy and my mind is complicated and im always thinking about cutting someones head off or beating someones head in.I have killed people in self defense before but they almost charged me for it because their skulls were not in tact. I smoke marijuana to keep me calm and that helps but i cant always afford it and i dont like to talk to people who cant understand my mind. I went to a shrink a long time ago and she said i was fine. I dont know what to do when something is telling me to break someones neck or go after someone with a hatchet just to name some repeat thoughts. I use to grab pigeons off the street, break their necks and step on their heads.I use to take cats by their scruff and their tails and run them along brick walls. Their screaming made me laugh. I use to take frogs and lizards or anything i could catch by hand and rip them in half. Ive pulled peoples teeth out, removed finger nails, and put staples in people for information and enjoyment. I like shooting small game with buck shot because it rips them apart and it makes me smile. I use to make sure nobody messed with me in school in the third grade when i broke both my teachers hands because he put his ringer in my face. My friends dont say anything when i get mad because they are afraid, ive lost jobs over my temper and attitude and almost been to jail over people saying the wrong thing and me hitting them with my hands and breaking their jaw in five places. idk what to do and i cant afford anything. Please help before i end up in prison.",Overgeneralization,,A,0.217,0.448,mind_reading,0.465,,0.308,0.288,,,,
1753,"My mother-in-law is best friends with my husband’s ex, who he has known since he was little and dated after high school for like 2 years. We have been married for 7 years and it has been an issue. His mom treats her like her daughter and because of this I distance myself from her. The ex tried to separate us several times and even married my husband’s friend. She got pregnant last years and miscarried and tried to reach out to my husband for support. My mother-in-law talks about her to me all the time with no sympathy even though my husband and I have said things to her. In a few years my husband and I want to build a house and have my mother-in-law move in for financial reasons and because she is an older lady. But I know she will want the ex to come over and she will say she helped pay for the house so she can have whoever she wants over. Although my husband understands why I am upset, he and his mom both say I have issues and need to grow up. I am at a loss of what to do. Do I just get over it and if they have an affair I get a divorce? Or do I get over it and trust my husband that she is an ex and he doesn’t want anything to do with her? I am a jealous person and I have trust issues. I love my husband but I feel like my mother-in-law needs to respect my feelings after many conversations (ending it she will talk to who she wants and I need to grow up and I have issues). The ex has no concern over my feelings because I have confronted her multiple times about it. I am at a loss.",Labeling,,A,0.217,0.51,mind_reading,0.64,fortune_telling,0.389,0.256,,,,
2483,"I’m wondering if anything is “wrong” with me. I don’t feel like there’s anything wrong with me. In fact, I feel pretty good. But…I really want to kill people, and I guess I think I probably shouldn’t. I have found some similar questions, but nothing that really answers my question. The main difference is that I don’t think I would really care on an emotional level if I killed anyone. The thought of actually going through with it doesn’t scare or distress me; quite the opposite, actually. I think it would be a lot of fun. The reason I think I shouldn’t is that I believe I would be more successful (whatever that means…) if I didn’t. Jail seems like a really boring place to be. I’ve felt bored for as long as I can remember. I like learning, or at least the idea of it, because I think having more information is good. Even learning is boring, though. I think it would be nice if it weren’t. Since I dislike being bored, and I imagine that jail would probably be even more boring that my life currently is, I’d rather not go to jail. There aren’t a lot of ways to research “killing without getting caught” so I figured I’d try to figure out how to not kill people instead. I’ve never actually killed anyone, if that matters. I’ve killed animals, and it was pretty nice, but never humans. I can’t quite describe why I want to kill. When I think about it, I feel like have a reason to live. I’ve never been suicidal, but I also feel detached, as if I am living my life just because I have nothing better to do. When I think about killing, that changes. I feel glad to be alive and I can’t wait act on the feelings. But I think I shouldn’t, and that’s why I’m submitting this question. So, how do I stop wanting to kill people? And is there something else that could make me feel the same way? I really like the feeling, and there isn’t much else that I like, so I don’t want to lose it. (age 19, from the US)",Emotional Reasoning,,A,0.217,0.601,mental_filter,0.437,all_or_nothing,0.409,0.288,,,,
4549,"I have been married for less than a year to a wife I truly adore. We have had many ups and downs this year. However, she is subject to raging anger directed towards me. Any time that we try to resolve an issue, she blows up uses the F-word, tells me she doesn’t care about me, and doesn’t want to be in the same room with me. We are talking screaming here. Three therapists have told me that she is being irrational and suggested the possibility of emotional abuse. I have not been perfect, but I always own up to my mistakes and apologize. All I want to do is resolve an issue, and she wants to ignore it. If I try to force things she reacts (according to my therapists) WAY over the top. They have also said that she stonewalls me. My family is suggesting that I give up on the relationship, but I am not ready for that.",Overgeneralization,,A,0.218,0.406,mind_reading,0.524,,0.218,0.282,,,,
4651,"I’m a 14 year old girl and I have a problem with daydreaming all day. It’s all the time I laugh out loud because of my daydreaming whatever I’m feeling. For example If I am at the grocery store and I see a cute guy I would imagine I was his girlfriend and we had the perfect relationship, BUT if a another girl went to him I would get so upset and I would HAVE to leave the store because of that.",Emotional Reasoning,,A,0.218,0.445,magnification,0.37,,0.229,0.307,,,,
2464,"From years now I’ve been suffering from something unknown to me, and I’ve spent a long time doing some research to find on my own, I know that I really need to see a professional. I’ve been dealing with self-injury since I was like eleven, I don’t know how to explain it but it always felt like someone/something was always in the back of my mind telling me to do it because I deserved it. My beliefs are very odd, I’ve never been able to fit in my social environment and I never felt like I could, like I always needed to play a roll to fit, to put on a mask and act, and I must add that I don’t feel any desire to fit in, nor to have close relationships and I never feel comfortable with affection, or physical interaction.",Should statements,Personalization,A,0.218,0.529,labeling,0.435,overgeneralization,0.428,0.25,,,,
255,"When I was 14-17, I lived with a physically and verbally abusive step-father who constantly insinuated that I was gay. I didn’t know how to stand up for myself then. I remember a particular night, waking and feeling barely aware, as if I’d been drugged, and unable to move. I actually don’t know if this is, in fact, a memory or if it was a nightmare, but it was very realistic. I was in my room, in my bed, and every detail about the room is there. I distinctly remember seeing the hallway light and this man my mother was married to standing at the door. He comes into the room and forces oral sex on me. All I remember is gasping for air and being unable to move my arms. To this day, 18 years later, I’m not sure if this experience was just an awful nightmare or if it is a memory. During this time, I also began suffering from sleep apnea and have had trouble sleeping since then. My life has generally been stressful since those years for various reasons. For example, I learned last year that I have seizures in my sleep (in addition to the daytime ones that began 10 years ago). I’ve done pretty good at not letting myself feel like a victim, especially since I have confusion regarding the past. But I have always wondered if I was drugged and raped as a minor. And if this is why my life has been stressful, why I seem to lack self-confidence, why I developed epilepsy and sleep issues. I don’t know how to feel about it. Should I try to unlock any buried memories? Should I just shrug and bury the whole thing, move forward and all that? Will any of this help me better address the stresses I have? How important is it to resolve this? I am being treated for both the apnea and the epilepsy.",Overgeneralization,,A,0.219,0.505,personalization,0.322,,0.262,0.313,,,,
809,"From a teen in the U.S.: For as long as I can remember, I have always felt uncomfortable both receiving and giving affection to others. I never viewed this as a problem until just recently. My girlfriend and I have been dating for almost two months now and she’s a very affectionate and supportive person. She seems to always find an excuse to be near me and I don’t have a problem with it. However, I worry that I’m not being as loving towards her as I feel I should be.",Should statements,,A,0.219,0.489,mind_reading,0.342,,0.325,0.308,,,,
1062,"For nearly two years, I’ve dealt with increasingly worse anxiety symptoms. The biggest issue is my inability to sleep when I am away from home, including difficulties sleeping in my own dorm. I’ve dealt with these sleeping issues for over a year and generally find that when I can’t sleep, my mind focuses on all the things wrong with the room I’m in (too quiet, too hot, etc). I’m also constantly going through a mental list of assignments, meetings, and events, and rewriting the list in my planner each day. Usually, I just run through the list in my head, but I have also noticed that I will speak out loud to myself while walking to and from class and run through the list while making a plan of what order to complete those tasks. I’ll run through this order multiple times, typically until I get to wherever I’m going or encounter other people because I’m worried they will judge me for speaking to myself. Even when I’ve accomplished the tasks I set out to do on a particular day, I still find myself thinking about the items on that list and panicking about how much more I have to do. As a result, I feel as if I can never fully relax. I’m always worried that I’m going to forget something on that list and that something bad will happen because I don’t complete that particular thing. I also find that I have difficulty concentrating because I’m constantly thinking about these things. When I have difficulty concentrating and feel really anxious about something, generally experiencing a heavy feeling in my chest and difficulty breathing, I end up picking at the skin around my nails, and on particularly bad days, I do this until they bleed. Although I generally fear that others will judge me for my actions, I find that picking helps me calm down and refocus myself. While my worries about school are generally my main focus, I often find myself worrying about my relationships as well, particularly that my friends don’t really like me and that I don’t actually have feelings for my boyfriend. I’ve recently begun to fear that I have OCD rather than just anxiety. I’ve brought some of these topics up to my doctor, but should I voice my worries that the anxiety I experience seems to mirror some aspects of OCD? (From the USA)",Fortune-telling,Mind Reading,A,0.219,0.623,magnification,0.55,emotional_reasoning,0.502,0.264,,,,
1253,"From a teen in Serbia: So, I am 16 and this is happening a few years so far. I’ve been wondering if I can deal with this issue by myself (i don’t want professional help)? I think a bit bad of myself and like I’m gonna blow up after shortly after that happens, but nothing other then that and that confuses me. Like it doesn’t really affect me and it makes me feel that there’s something wrong with me. I know that abuse is not my fault but i can’t figure out what’s wrong with me.",Overgeneralization,,A,0.219,0.609,magnification,0.598,emotional_reasoning,0.519,0.26,,,,
760,"One of my good friends recently got diagnosed with depression. I’ve been trying to help her and be supportive but recently, my anxiety has been bad. From self-harming to feeling suicidal, things have been way, WAY better for me. I want to be there for my friend but every time she talks about something negative, I can just feel a part of me breaking away. I don’t know why it’s happening and I tried telling her to try to talk about other things but she just told me that talking about depression helps her. I feel so bad because I’m an awful friend for wanting to drop her but I just don’t want to talk about mental illness. Another important detail that I think was important: I told her I needed space but she told me to help her instead of herself. She later apologized but I’ve just never really forgiven her for it even though I said I did. I don’t know what to do. I feel so conflicted and broken.",Labeling,Should statements,A,0.22,0.592,personalization,0.499,mind_reading,0.449,0.239,,,,
1416,From a teen in the U.S.: I have two irrational subconscious ideas that I need to solve. The first one is I think that people are always watching me. My brain tells me they hide cameras or do something so they see me and what I am doing all the time. I mostly think and worry about people I know doing this. My mind tells me they are doing this all the time.,Mind Reading,,A,0.22,0.48,magnification,0.393,,0.238,0.304,,,,
1476,Is it possible to get rid of thoughts and silent my mind? Because some of my thoughts disturb me. I don’t want them but they are always there. Sometimes I even think I actually desire them or why else they would be always on my mind? I think they might be a little bit similar to intrusive thoughts but I’m not sure. There are the normal thoughts such as randomly thinking of jumping out of window or slashing my wrist while cutting vegetables. I’m used to them and I’m not worried because I know for 99% that I won’t do any of it. Only if it’s to prevent my family’s grief and hurt.,Overgeneralization,,A,0.22,0.505,magnification,0.399,,0.313,0.3,,,,
176,"I have suffered from depression and anxiety since I was about 10. I recently lost a loved one and everything got so much worse. I am stuck in a constant state of anxiety, and can’t find anyone to see me anytime soon. Where can I find free or medicaid covered help fast?",Mental filter,,A,0.221,0.479,emotional_reasoning,0.373,magnification,0.367,0.303,,,,
1491,"From the U.S.: My parents and I have always not seen eye to eye, ever since I could walk there has always been physical and emotional abuse. My dad would get drunk and throw plates at my mother and on bad nights my dad would come into our room and break our toys. Both my parents grew up in terrible environments so my understanding was that being mean was all they knew. The last straw for me was my sophomore year in high school when my father was supposed to pick me up, my phone died and I was late getting to his car, he screamed at me and told me to walk home, 4 miles in the dark without a phone.",Overgeneralization,,A,0.221,0.322,overgeneralization,0.221,,0.2,0.339,,,,
2317,"For years now, I’ve been feeling hate towards everything, people, myself, live, friendship. I feel like I hate everything to the point where my chest literally hurts and want to rip my heart out, I unwillingly find myself constantly fantasizing about breaking someone’s bones simply because they got in my line of sight or to set the world on fire just to see everyone and everything burn and scream in pain and desperation, or to cut someone simply because I want to see them hate me. I can’t control my emotions with logic like I used to, the thoughts won’t go away. I don’t understand people anymore and I hate them so much to socialize.",Mental filter,Overgeneralization,A,0.221,0.606,magnification,0.555,fortune_telling,0.495,0.267,,,,
4696,"Do I have an eating disorder? I’m not really sure if i do or not. My dad always thought i did in middle school because i dont put my lips to my fork when i eat i use my teeth to “rake” the food off instead and i always thought that was crazy. At the time i was about five foot six and weighed about 130 wich i thought was a bit much until i saw myself in a full length mirror. now im a senior in highschool and im five foot seven and as of this morning im 144.3 lbs. I worked my way up to 167 last year and tried to get down to 140 for prom. I diddnt succeed and i ended up eating so much i gained 10 of the 20 lbs i lost and then over summer after i got diagnose with celiacs disease i diddnt eat very much, there would be days i just skipped food all together. everyday at the pool more and more guys would look and I felt more confident. when i went to my doctor for my celiacs doctor about a month ago, she said that my weight concerned her. apparently 140 is the lowest my body can be without being unhelthy and i weighed in at 142. I still didnt feel it was enough and about 2 weeks ago i discovered that if i take my adhd medicine everyother day not only can i slack off when i really want to but i get sick and then im not hungry. I went down to 140.2 for about 4 days and i felt like a fat kid. In gym I couldnt run as fast as normal and i was out of breath in no time, when we got back i looked in the mirror and saw how gross i looked. my boyfriend thinks im self destructive in ways other that not eating because he sees me eating apples and rice bars alot and thinks its the only healthy thing i do for my body since i stopped cutting.But he dosnt understand either way and dosnt seem to notice either way so i figure hes happy about thedirection of my figure. I couldnt get my meds to make me sick anymore last week so i stopped taking them and i just ate everything with sugar or chocolate or fat and went up to 147 and it freaked me out. Christmas eve i took my meds without thinking and like usual when i take hem i diddnt eat. a few hours later i got really sick but due to a childhood surgery im unable to vomit so i just dryheave and it hurts but im used to it. I diddnt eat untill christmas morning(yesterday) and i ate all day long. then thismorning i did my usual. I got in my yogapants and a bra and ran down to weigh myself. unhappy with being almost 5 lbs above goal i got off and looked in the mirror again. poking and pulling and shaking i decided that i need to get back down but mom handed me a bowl of oatmeal that im currently avoiding and thinking about flushing even tho im starving so i think ill take my meds again tomorrow so ill be at my goal before mybirthday on the 29th and then ill beable to decide if i need to loose more or not. i realise this cant benormal. making myself sick to avoid food instead of making myself purge it and actually eating so is it really an eating dissorder if i take vitamins to get my minerals and then skip a day here and there for food but i never actually purge it?if so how do i fix myself, im too scared to tell my councellor because she thinks ive made so much progress wih everything else i dont want to dissapoint her and shed probably want me to tell mom who would make me eat at the table again so she knows im eating… I want to be in the fashion and art world and food just makes me fat… not fashionable nor artistic but disgusting and lathargic and even with crunches and dieting i cant seem to look the way i want … i also feel that im unhelthy weight already because the chart for weight is based off hight and im prety sur my chest is probably about 15 or 20 lbs of my weight wich means id be at unhelthy weight already wouldnt it? I just stil dont like the way i lok tho please help me figure this out",Mind Reading,,A,0.222,0.5,labeling,0.322,,0.317,0.314,,,,
45,From a teen in India:  It usually happens when I wake up and I can’t stop thinking it’s not that i have anything to think about or worry For but i just think about anything not necessarily negative just anything and then the mind shifts to another thing and another and it’s not the way we all think in the morning,Should statements,,A,0.222,0.482,overgeneralization,0.387,,0.289,0.304,,,,
1060,From a graduate student in the U.S.: I have been in constant stress and feeling worried for the last 3 years. I have constant chest pain and extreme depression episodes where I cannot get out of bed or stop crying. I have no friends because I am embarrassed of myself and my decisions and dont want to expose myself as a fraud to anyone. I am also deathly afraid of being judged by others about my decisions. I have worked a little but struggled in that environment because i cannot concentrate because i feel others are saying or thinking bad things about me.,Magnification,Mind Reading,A,0.222,0.608,emotional_reasoning,0.575,magnification,0.523,0.267,,,,
112,"From a teen in Peru: I have dealt with self-esteem issues regarding my appearance, personality, self-worth and have always struggled with comparing my family’s earnings and “wealth” with other families I know. Keeping in mind that I attend one of the best schools in my country, that I have excellent living conditions and that everybody who lives in my house has everything they need, I should not have a reason to feel this way… but still, my friends and other family members all have a great amount of wealth that makes me feel self-conscious of my where I live, what I do, how I dress and the things I own. I am constantly pretending to be someone I’m not so that others can assume that I have this same wealth that everybody seems to have. All of this has accumulated and affected with my self-esteem, which has always been pretty bad, but recently I have not been able to control it or to ignore it, making me feel worthless and ashamed.",Should statements,Magnification,A,0.223,0.612,labeling,0.531,personalization,0.428,0.261,,,,
214,"I met this friend on the first day of college freshman year (we are soon to be juniors) and it has become increasingly apparent that something is not right. My other friends actually sat me down to tell me they thought she was genuinely in love with me, but I thought they were just being dramatic. She has always been a little nuts (yelling at guys she doesn’t like, getting belligerently drunk, etc). I thought she was just a lot of fun and I didn’t mind be friends with someone a little out there. Everything changed when 4 of my best friends (including her, who was my best friend at the time) got an apartment together. It’s too hard to explain so let me just list things that have happened and are happening: – she screamed at guests we had over for being too loud and insulted them when she could have just asked for quiet (by the way she is the loudest person I know) – Recently, we had to take her to the emergency room when I got a call from my friend saying she was unresponsive and needed to go to the ER. When I showed up she started yelling to everyone to fuck off and to only let me near her when I wasn’t even the one at the time helping her – We went out one night and she got so angry at me for not wanting to go to the same club as her that she yelled at me in public – Every time I go out with her she drinks so much that I have to follow around and take care of her ALL night – she tells every person she meets that I am her best friend and that we are attached at the hip – She spent over 1k on me both my birthdays even though anyone who knows me knows I would NEVER want that – she constantly talks about how we will be each others bridesmaids – she follows me around for entire days and nags me constantly to hang out with her – she gets very jealous and angry when I have other friends. She has straight up bullied my new roommate since she moved in She has had an extremely hard life and I feel so guilty but I can’t do it anymore, help?",Labeling,,A,0.224,0.452,mind_reading,0.625,,0.286,0.268,,,,
329,"From the U.S.: My husband abandoned me – left in 2015, found out later he had blown through all of our money and there was another woman. He would be vague in communication or just not respond and he roadblocked divorce, and then I got cancer, which I’ve been fighting since early 2017. After I got cancer, he stopped communicating altogether and has since changed his phone number. He pays me no support (even though he agreed he would). He has never asked how I am, doesn’t seem to care that I’m financially struggling and fighting cancer.",Mind Reading,,A,0.224,0.32,overgeneralization,0.245,,0.224,0.335,,,,
